-0.108899444	0.45941582	-0.08014694	-0.07171486	-0.1938932	-0.09696882	0.046619132	-0.10325427	-0.08340051	-0.39603537	0.2599202	0.46660328	0.14848264	-0.19530217	-0.042250462
0.03090008	0.17008545	0.10787157	0.07997591	0.065916926	0.050644606	0.13044007	0.1491056	0.027729746	-0.04838315	0.043030642	0.11828426	0.028825028	0.10991703	-0.038606074
-0.024893044	0.007954356	0.007390338	0.0019223981	-0.0021247573	-0.010258079	0.01311601	-0.026070869	0.003226752	-0.006330194	0.017998172	-0.07269947	0.026613358	0.0039433246	0.024109663
0.117809914	-0.15279973	-0.01353565	0.21950492	-0.19492038	-0.05440637	-0.11918341	-0.054378446	0.054393023	0.040671717	-0.0762901	-0.119140536	0.0674834	0.005017906	0.005026512
-0.018423945	-0.1141834	0.10851176	-0.2265483	-0.12546295	0.1837811	0.13150929	0.18434323	-0.13556063	0.085654415	0.14123921	-0.2634894	0.02155208	-0.08555715	-0.040028747
-0.031184262	0.12973937	0.2071955	0.081964836	-0.08025246	0.038247414	0.12654628	0.0024935373	0.05893798	-0.081649944	0.41896772	-0.011128445	0.085833944	-0.07685641	0.07429004
0.035348643	0.16407615	-0.02756092	-0.1664592	-0.00403302	0.0005043634	-0.16361521	0.008362086	-0.1698664	-0.1192709	0.01556861	0.19966854	-0.15267122	-0.057229042	-0.12883669
-0.010458192	0.59979564	-0.03674609	-0.39088264	-0.20043853	-0.22517154	-0.10478437	-0.09770386	-0.3879889	-0.5369241	0.33420584	0.6597994	-0.12010041	-0.14115584	-0.39591724
-0.119741835	0.18768482	-0.11119126	-0.1289875	-0.0016122935	-0.084109545	-0.13870059	-0.12900372	-0.11605985	-0.102424145	0.04950599	0.23747584	-0.07380687	-0.049395192	-0.12630494
-0.04377481	-0.0041555515	-0.020514384	0.30148333	0.11510319	-0.014189865	0.22347529	0.20625348	0.25582042	-0.0141807515	0.028681463	0.075652055	-0.04829276	0.09190362	0.08970241
-0.31233415	0.52586335	-0.17800376	-0.07611126	0.14370835	-0.20235643	0.12855212	-0.2173463	-0.4399802	-0.41880807	0.23172785	0.6034363	0.028670996	0.2879628	-0.25961727
-0.56067765	1.3203266	-0.03757302	-0.09699437	-0.004910328	-0.7099747	0.57250625	-0.44671178	-0.6291456	-1.1106571	0.445955	1.6565394	0.011340465	0.72160137	-0.89903855
