url_hash	ctr
00bd847cf5a05e70bec060375437125b.d2s	0.0
00c080bf1cd7f0c87695d8da12b58c7f.d2s	0.0
00c0976072849366f2fe10a2426ee499.d2s	0.0
00c47b393a4e66d30f3c1413ebfd3fea.d2s	0.125
00cb497d1bffd06bde4da2df0dd1257d.d2s	0.16666666666666666
00cd54c6ea3d54ec6cadf23b9fd9e20d.d2s	0.0
00d4081d22456c1ed757e2c4c1a9b972.d2s	0.0
00d623495b029b2e5015c46060e0a1c0.d2s	0.29411764705882354
00d667dcbf77310dfdde9902717f8ba1.d2s	0.0
00d7aabbfebdfb3d0fcbb149c224e5b1.d2s	0.0
00db86feffa7f2991766fe73046733a8.d2s	0.0
00dccfdd89fbccb0d1cec285ada4582b.d2s	0.0
00e17d084ac281578f587b5ac45967c6.d2s	0.047619047619047616
00e1ac6f5d5c0386650af2c4efdd29bc.d2s	0.0759493670886076
00e9d4a28b2c39b2652a817bc8dc59be.d2s	0.2857142857142857
00eb0b71af18369e7188eea4276b7c12.d2s	0.25
00eebd2842bf0cc6b5ef1b5fc989d0ad.d2s	0.0
00ef97b6b99ec74ebeded85b131888bf.d2s	0.0
00f2afe47556272c3e0382294314367e.d2s	0.045454545454545456
00f66eef8bb81821f26e2cf97250a45d.d2s	0.10204081632653061
00fdaeed8baa3d2d6834927677d708b0.d2s	0.014925373134328358
00fffb000f874110b9ed5bef1aa11b5c.d2s	0.0
01035bfbbb806b8cd0fc2cf903410806.d2s	0.0
0103630e8153f6008c5ea725f7531608.d2s	0.0
0104dd44eda8599aa23ce96b6e844433.d2s	0.0
0104de58f9327de940d898d47f3c53eb.d2s	0.18181818181818182
0104df8c7218f7a71f6fb7bd80fae515.d2s	0.6513157894736842
01098be8c1fbe617cb2e5bda6ca508ab.d2s	0.0
010c5abeaa497e7cf6be6b9207528506.d2s	0.013888888888888888
010e468da4bf6d948b164e3858a1be7f.d2s	0.3333333333333333
010f1f41019e46cf486664f5eabe84b1.d2s	0.0
01130e3b08fca1e49f0f52c9ec05dc42.d2s	0.6666666666666666
0115d316d2c0f3d87e70e3e53b1e899a.d2s	0.0
01176b89d56a86273659901261647752.d2s	0.0
0119f56ed74032b5e2a4542c1db51e50.d2s	0.0
011f3e679aa82e95fdcd5f1a59b63b1e.d2s	0.13636363636363635
011f742a9e99049e80da5808fe41c53f.d2s	0.15151515151515152
012387ea06db6d9edf71e3a6fbce561d.d2s	0.0
01260c14e88589c3df7fe13489c78675.d2s	0.3448275862068966
0126a99ff7871e050e12643483a66375.d2s	0.3333333333333333
0137fe64d49f8cd7d54b6b9cdc259eb8.d2s	0.08333333333333333
013873cb262e761a7790b63ed144f861.d2s	0.1016949152542373
0138ddb9cb750e005c5998b5c11088d3.d2s	0.0625
013dfc3ce6989b5d6307ad11c75b177b.d2s	0.0
013e2c5d0e48352afb21d7ca40ec0f69.d2s	0.375
0140afeed95444d76c3595e2883d7abd.d2s	0.0
014b2e8daf0a8ca6c70370e1bd1bf217.d2s	0.0
014b4829796e6f6ee644cb98658a76aa.d2s	0.5833333333333334
014dc18781ef9a84e831f7496cef4c98.d2s	0.0
015360d4506c965048a067c1700de9be.d2s	0.0
0154d38877f8aa6387e7452d7ffaf412.d2s	0.0
0154ee055070931c3ac4881d6b317b74.d2s	0.0
015636febcae5813bce2d732c4f23a18.d2s	0.0
015aef775d313cb87b483de040ff2815.d2s	0.35294117647058826
0160198a756474f27bf46216b7c93996.d2s	0.0
0160bba20f4f2cb8a5b93d992100dc7c.d2s	0.0
0161413afc1596b0c5fc7e1ef3cfb104.d2s	0.46218487394957986
01614a56d6cd11694cda6b3cf6defa5b.d2s	0.2857142857142857
016517b6b565fcd49edc78e5505b3606.d2s	0.0
0165fafaf15ba9fe154b1952ad7faa6f.d2s	0.39473684210526316
0167bb3cf723832ae733f3c728658c25.d2s	0.0
0168b97e2acc5dea49c8d1b4088a9b00.d2s	0.0
0168e6d19bddc916f472bda984953508.d2s	0.05
0169e14ff13004fee27b397021eb9f74.d2s	0.0
016e6b118c75ea5bc82794c4e424d55e.d2s	0.0
017122adf5b54042d3db77d7f4d1d181.d2s	0.0
01769aaa2aaa13db1b0d118f906a0c27.d2s	0.25
0177572578e8a95fe970e9373bfd406e.d2s	0.0
017a7d222074b8138be0a24c1d3c8574.d2s	0.2857142857142857
017b14497fd9e67bb85cdd90a970d115.d2s	0.0
0181358003b81658333dcd19a24cb943.d2s	0.0
0187f9f32abc8e0a2f7e9cb48a792cb5.d2s	0.0
0188ad8278ffcbff6ac553e46451d83e.d2s	0.3
018c34e7bfb1ca7a458f891ce8bc16cd.d2s	0.0
018e32f3d56aef241ae3dded9d43e687.d2s	0.0
018ea457a4dcf5a91d2a0c08304615c6.d2s	0.23684210526315788
0194422c2ce2302c8e39e32fe6620f7e.d2s	0.2222222222222222
01946593d83cd1f95215e7da6d318279.d2s	0.47619047619047616
019cf40c56fac8284234f7f42754e6bf.d2s	0.0
019d1e77779c0a74e7c03643f696b308.d2s	0.2857142857142857
01a0d0134064b893c5ffaae18f9eb8c2.d2s	0.65
01a3f38f24112adf9fa6984379ce265b.d2s	0.16666666666666666
01a64fe49befea944adc9eb7362a6d56.d2s	0.1111111111111111
01a76199971b7bf0798d1fb7ee86f00b.d2s	0.0
01a7ed092197391dcb3ec517d416da7d.d2s	0.15777262180974477
01a9bef7ec1a66b3a6840ec3ac63e242.d2s	0.2647058823529412
01ac282ac212e6bcdaee57f0114ce079.d2s	0.0
01acf3cfde52d7f4f1ef051691bd0a43.d2s	0.0
01ad2fdd3c5d274c1543b7afaa37ccab.d2s	0.0
01b4ed7d2b1bb0df48d11ae2fd706094.d2s	0.0
01b72e144619bab9ef25311e6ac25347.d2s	0.18181818181818182
01b9e21bd212ee588f84ae37d0eb3bc7.d2s	0.7419354838709677
01ba755710d76d2780d9e49f40ef4771.d2s	0.0
01c2d277abfe18e0557deb7bb96a53d3.d2s	0.0
01c7ef4718ccd52fa75ebee0d522f94c.d2s	0.5205479452054794
01c81aa0d2eddcaa9899efd46f6e8f60.d2s	0.04975124378109453
01c8439c920635b2878297c9393015ff.d2s	0.0
01c96754ecc332349ff4b8bd1e63ee24.d2s	0.3870967741935484
01cbaecba5e9873f29bfa52230913418.d2s	0.5507246376811594
01d2854c738e77c810d37bad5a32ccff.d2s	0.0
01d453fc1a1a248fc1ee23d7d3469c7f.d2s	0.4
01d67a6c85bef8b72448b2a9a6a1e181.d2s	0.24342105263157895
01de07519fb0d897cbfe64d0ce43c049.d2s	0.631578947368421
01e1da543c159e520d624ff55e0b9281.d2s	0.023255813953488372
01e960c7c624422ae58b7b2d79019728.d2s	0.12962962962962962
01eabde3b45c7f4e76e5182ef338fb5d.d2s	0.014285714285714285
01ec7752bd42ae293a1a83f5fb4319e7.d2s	0.6938775510204082
01ec7f83a0941e03229fffa0af684555.d2s	0.0
01f07f506ecbc4abf99598fdd0de0cfd.d2s	0.0
01fa1eaeeb61c877de7f9ea8a7fd0332.d2s	0.0
01fb63823093fb94d4e341ffeb4fee44.d2s	0.0
02040e4c58c77e35a03b503f1c100468.d2s	0.2
02076551d5b9cdebdaafd01cac79228b.d2s	0.0
02083e5f09ba959fe9d83f3a59876fba.d2s	0.0
02166e9ff3814b75201a85abe0706c3b.d2s	0.1111111111111111
0216d157a7fa0448617ed5502dbf38d0.d2s	0.4166666666666667
021b4b3b11ae9d4d7691ead7282b3242.d2s	0.034482758620689655
0225bc3b9b2401af312c82b9827a5793.d2s	0.10526315789473684
022661dcee16e7d5ba535c9086c3a68c.d2s	0.0
02296c2d34adcc70860a93bb09e6cb34.d2s	0.10256410256410256
022a4d2f9bd4c21fa88d7f0e5b964995.d2s	0.02142857142857143
022b9b8fd0309eb5ad59c67d1b3dfd89.d2s	0.037037037037037035
022c8a0bff61cc9b057d6e03b4dd93be.d2s	0.752
022e596450f8e4d3cd40487e8f2827d6.d2s	0.045454545454545456
022f2c9e7d7d98e7af759adec8be1c60.d2s	0.07692307692307693
0233bdb8301125dde9df66539c4fe810.d2s	0.0
0235fc36f9f971d441390db504f79b72.d2s	0.1111111111111111
02371e2697a2be60df78ee86e510446e.d2s	0.3508771929824561
023baff86f868b6e7b5032f41808eb46.d2s	0.2833333333333333
023f703d6cb9262b87ac371594c057a2.d2s	0.0
02438d74b7c59cbfb96c0594b78cc81d.d2s	0.0
0248506d98f9e2c16addede8a3b3c8e0.d2s	0.2
024868922d62e9c155cd3d7c1d13bd85.d2s	0.0
024aed7fef6014f8ec61dda475e3d231.d2s	0.0
024b53653fe31327ca5219c1f579a3fb.d2s	0.0
024d4524b2337c8b6945b96a6fde52a7.d2s	0.14285714285714285
024deab521ff4a2c2d7b0e53db9f9b75.d2s	0.0
024e0ae2397d969426d8a5c837ec5395.d2s	0.08695652173913043
024e1cc03c9bbd3a6df305494a9431f6.d2s	0.1111111111111111
0251fced9aa5c83201da91dcb8ff800c.d2s	0.2471042471042471
02527aa1750e5041d21d8a7ff7c9809b.d2s	0.0
025664cfaa7de7d813b4e60398eb91de.d2s	0.3333333333333333
0257bac4d9a764fcd503a014c946fceb.d2s	0.18421052631578946
0259df9c8aa76cf2c082a9d911a70369.d2s	0.0
025fb8858cb70db120bc72d78a7e4b10.d2s	0.0
0261a4d4d156d1d237b5de25a72f11d2.d2s	0.056338028169014086
0265a28cb35b6b53b3add5d68a7d7adc.d2s	0.0
026cec1f30411d8f16e3c7da6383283d.d2s	0.10714285714285714
026f52297671a3a3cd30530fac3355f7.d2s	0.3333333333333333
027121fce00d3b21e822ac8cfed3d6c2.d2s	0.26666666666666666
0274bc280af8855a230c9eff73f771c8.d2s	0.0
02750dccf2baa2d20b94998a43c7b96b.d2s	0.0
0277976b9f2541f8b5256fe7a5785802.d2s	0.2830188679245283
027b3e0f072b8f80f75a6d300faf711f.d2s	0.0
027ddd0343084b3f204bd632a3ded22b.d2s	0.0
027eb7735be2445ccc35bdce64a1c69e.d2s	0.0
02804e70e7493fd0f2c24f371a061bc8.d2s	0.0
0281afc45ca46f1441cf7d2b63aefbfc.d2s	0.7142857142857143
0286a77429c07e0c7730c1d95d30538d.d2s	0.0
0288e4e686fedd0277a555c0536fe40a.d2s	0.11764705882352941
028a8365f93646f8d7077b1058f80a2c.d2s	0.5
028b1b3e04e670929a37c601ffb4dff6.d2s	0.0
0290bd6eeae6da2774add5c1530b777f.d2s	0.0
0292fd02629da0841c141291ae6d7706.d2s	0.031055900621118012
0295a489171c1bd19084938d7e420c1e.d2s	0.03225806451612903
0296fdd7749871715062c4fce183434c.d2s	0.1111111111111111
02990f467fa30440d5f4b3138cd245c0.d2s	0.10969927996611606
029d27fb5a696038e7b984652a1bf921.d2s	0.0
029f0e21aeaf05b7b470d8ab83e07650.d2s	0.0
02a1aee9060dd0ac4d53062f776a6023.d2s	0.46296296296296297
02a2215088ba4d26ae88b265a6e285a0.d2s	0.0
02a421701742d9dc84b4fb951bbafcf1.d2s	0.2
02a7e7778039d006973b0c0e8a75b217.d2s	0.6923076923076923
02b09950097fe5b13f65a610e7a1a9ed.d2s	0.0
02b46f14673a37b4056f5893bb7f68c7.d2s	0.0
02b4dc626ff56d631c70ef0fe536f3e7.d2s	0.0
02c1f3cf9a877bbd4676d705508088fc.d2s	0.0
02c72402ab8edd0682a6ba0931b95576.d2s	0.14285714285714285
02c971cf8ccf636c9c43787bb30fd2fd.d2s	0.02112676056338028
02cc18d207c9606af6981cbfaab4742d.d2s	0.0
02cff36b86d6e0620749c38b4eb93742.d2s	0.0
02d19817e54a86ac82063ece9d8f8a1b.d2s	0.0
02d328018791bc5c6b6e9634da08855e.d2s	0.0
02d4b05ed6c8563fd07379b0f22b8f54.d2s	0.0
02d6d748d0d769c31518d3172050a9de.d2s	0.0
02d8f3703bdd3f21e641bcff0c3ea676.d2s	0.011363636363636364
02da733760c9e95bc41a538eabc4ac66.d2s	0.3333333333333333
02da9819ae091c31a57de959a6e99b94.d2s	0.6229508196721312
02dad9eddd87f4701b076b214676d276.d2s	0.03571428571428571
02e5316a9d14be5703f5ff1725ce0b5a.d2s	0.43478260869565216
02e744eba9602917fb3652f5d0be3e6a.d2s	0.0
02e91a614c6e35d88be2926beb54f83d.d2s	0.14814814814814814
02e99bf9325119d08862cf0722d9a177.d2s	0.058823529411764705
02ec198a12b7fb5c420fa59f91db490d.d2s	0.125
02f1a66dbebb156330d1055b806d05d0.d2s	0.045454545454545456
02f971d73621c1d75a7db0fa6f7130f2.d2s	0.24
02fbfb0c7f048b00e6511f5e9bf6f418.d2s	0.0625
02fc2f7e10be49ed86a868c5fccac445.d2s	0.0
02fd236622b683f9833d72ac0f012072.d2s	0.03571428571428571
02fda7189334245adc64d627feb55659.d2s	0.6349206349206349
02fda88ce1c95998e7e2d1da8c7b0ef5.d2s	0.22580645161290322
02fec5ec2edd1c5558702e47b23fe41e.d2s	0.08333333333333333
02fec67c157f43abd8abe702303bc78d.d2s	0.0
030135a47f845b9f3b85f7a252bdd70a.d2s	0.1875
0306efec9fe326d8b148dda29aaf61cb.d2s	0.14285714285714285
03075276b91c5773615b2771fca6e82e.d2s	0.0
030a1b69994152f4a3b3f44dbbf53cca.d2s	0.0
030b52192b646e166c92ade6099fdfd6.d2s	0.08333333333333333
0311264f9d0d3a36dbfb0bf20ec33602.d2s	0.0
0312393fa346c9b2cc546ce4813ece03.d2s	0.0
0315dc002e3f4d076da9d6c489ae2813.d2s	0.2
031a45f9f10c77b94ff55c8992686e7f.d2s	0.5496688741721855
031a69b28d45aa8d5085a2092265df29.d2s	0.21621621621621623
031e39d8705fcbd1b5a8f28e94bd6e4e.d2s	0.07142857142857142
03229f787b890d01b12b5309c4764bf2.d2s	0.29411764705882354
0323c6d52ec6d503de100438dd2adf85.d2s	0.0
0328c284a0ae552ef809a408aeb565b3.d2s	0.0
032be43c95c3644b877195095ce136de.d2s	0.0
032f0f1ef7054acef0f435af72677b44.d2s	0.0
0331d5ce091471eccac17d36accbac5f.d2s	0.19285714285714287
033663507558edab724a9f6c072b6471.d2s	0.1
0337bb083a49d3d19a347793426dc57f.d2s	0.42105263157894735
033f1a6d28edd29b46c40a56f8e6fb14.d2s	0.03076923076923077
034019b5afb07ec5a108e23ec2eab19f.d2s	0.3333333333333333
0342467bc570b6214f83443dac7139c5.d2s	0.024390243902439025
03431535a6fa587720f9a4e6f19c7bc4.d2s	0.16666666666666666
0345e3ae873b51b3fdec942b2a503b5b.d2s	0.0
0346d54103b03e60c2c685379252bc58.d2s	0.3333333333333333
0348da41061f068a9201ae859a7af470.d2s	0.0
03490bae83a0f6a7fc33f37a4dd80636.d2s	0.0
034b399d744867a8ea5f0654f9877961.d2s	0.32926829268292684
034ce737d0f38f0c9814d1d76c3a3644.d2s	0.0
03526a1bad15e867fc69a84a5c87e478.d2s	0.6
0354a2d9dba31c1f24a2e42fd759ed66.d2s	0.0
0355cbecf8ef143fa84d9274af1acaa5.d2s	0.14285714285714285
035b50814950cfbe53d7bfd9ef7506f5.d2s	0.0
035d0f5ef27ec2f575405b531cc8c5c6.d2s	0.010309278350515464
035d4f4a336f4486aa9f16a624705125.d2s	0.0
035e22467d8a41bec0165ac1f67cdb0f.d2s	0.0
036821dad6ad6f6396b9e5c6930a464b.d2s	0.14285714285714285
03687d37becf5ae1db3f0151e84b658d.d2s	0.014285714285714285
036b9382a930513e6b593d3278b1cb72.d2s	0.3333333333333333
036fb787449e4684efb36668ca655e23.d2s	0.4931506849315068
037115a11b9cf3241e93efb0f1307605.d2s	0.02127659574468085
037333033e122670c350ff4350dff0b8.d2s	0.2
03758f0effdc88b5794aaed40f601d1f.d2s	0.125
037874b6ef7455c88a71ec6c281e0395.d2s	0.0
037f7d82200da1b8777fe5488c8c88b8.d2s	0.42345773038842344
0383554864605cd7b30c74f5eb0e0a22.d2s	0.0
0389eaff8e09f16317ce49eb259c6e9b.d2s	0.0
038aebc495ef9bd33b12b882ed57ba3a.d2s	0.15384615384615385
038dea56cf76a427b439532217993092.d2s	0.0
038e45ab6076e93b233c515055a67400.d2s	0.0
0397bf8cec11c6ed66c13c8e0e128c46.d2s	0.0
039dd477af5297ae6dafffc398b493ec.d2s	0.13043478260869565
039ef3173c6d6ca5ebe09ae47b1c79f2.d2s	0.0
03a7718bab57ddb71c57fc8066bad74d.d2s	0.0
03af807917be4048deb76320369fd619.d2s	0.0
03b018881edfb602760efbe2bdf5a381.d2s	0.0
03b20796aeb4b08c979aa836382c8bdf.d2s	0.0625
03bc79e1b3cde87e38ae7ffe79f009bd.d2s	0.0
03c40cb3fbd25b2d50c649ba34eeb022.d2s	0.0
03c86d47158670e7012948f2852233bd.d2s	0.0
03cd8045999fbf67e44b499e4bdb4cc0.d2s	0.0
03d124d471618e2c6bb6649f98f60bc1.d2s	0.0
03d1ba37c66370ab792bd85bd78a6659.d2s	0.35714285714285715
03d310af3a399d6a25fe9bd5bf4872ce.d2s	0.10526315789473684
03d52d82bf43229ab8350b3a01964bfe.d2s	0.3
03d6d06760ccda3149ef3a7aed40481d.d2s	0.25
03d8bb5ffd1a333c5e764f3205bc98d5.d2s	0.2857142857142857
03dbb10e1f4d1ba4e804b837638932c0.d2s	0.0
03deaca21299b70a4a2375d1cc437cd6.d2s	0.0
03e42197bb1da61b3d8f08354af396ef.d2s	0.5454545454545454
03e4bb3df5de3e659cfa5f5afa605af6.d2s	0.49671772428884026
03e4dda405808f4fa0783c6cc3cb9c3d.d2s	0.11764705882352941
03e4f22dda48ba2c33192a191d136423.d2s	0.0
03e54fddbeae771f56fde1bacf0b362a.d2s	0.0125
03eee1bc649e2c2566317bde1ea39479.d2s	0.2
03eef10a33605c098b9c671ae7335357.d2s	0.0
03ef3079bae33b01b5ba6b714bc3c782.d2s	0.0
03f1518520b896bf90bcae35e85f07c9.d2s	0.16783216783216784
03f59770f2132e5868b0bd68f87a2c4b.d2s	0.0
03ffaa28a2ddd98cebbeb39e17410329.d2s	0.6046511627906976
040965a8deaa15c0756b59990d6c1d0f.d2s	0.2
040cda30520068682c36f928132eb3aa.d2s	0.0
040e7ed898e5c8c130bbaeb261b39b9b.d2s	0.0
0410816651d37a752c048167042bd396.d2s	0.2222222222222222
041087815a5042bfa431c84cea0c8321.d2s	0.043478260869565216
041739decffcb4c30c32b4ae80418127.d2s	0.09090909090909091
0419a0bf1935a05ca19c6dc84b6a96c3.d2s	0.04279279279279279
041dbf7f6436d46d7a1d0d4acce49f82.d2s	0.07142857142857142
041efb59cbd84d3ca917b1b71f37827b.d2s	0.14285714285714285
04224ec3a8d36d6cd08198017121fe8b.d2s	0.3146067415730337
0424aea2347f3a2e1577e593ca79329e.d2s	0.0
042c2b8401b4e5cbfc3320badf03c251.d2s	0.0
042ce2f445ae2c4d6e1df5e32f4c058d.d2s	0.3784764207980653
042dacb1e7f0c05b75e3c334e12c18c7.d2s	0.449438202247191
042dce90e6c5b83c9b26f533e7b7402d.d2s	0.11538461538461539
042f851a70eba2cf9800fae4ec565cf5.d2s	0.034482758620689655
04300d468a9fdac9e37050c2a192dd82.d2s	0.06896551724137931
0431fd6676ad017bbf866a8ed90efd37.d2s	0.0
043b433097f69e76a32bd5b15e398328.d2s	0.09090909090909091
043dc1fdaf74a29b99960439272bc1c1.d2s	0.21428571428571427
043f00e26010d919ace8194305726e3b.d2s	0.0
0443d4212082cd21457caf66fc8b9bbe.d2s	0.5789473684210527
0446fe6de0eb10db5471845968907f29.d2s	0.04
04478cdaeb640673f3b6d8b2df60205b.d2s	0.68
04484c202dc9692c4737a9b58c07709b.d2s	0.0
044ad67d8ce8e60de6960e0cce94be0c.d2s	0.0
04516ded65cb4389bf3936f3ce58d2fc.d2s	0.03571428571428571
04517b33cbf86ddbd01fe4e3ebe1c263.d2s	0.07692307692307693
0453758100d4ea4321fd8c083dc4f3e6.d2s	0.1
045496d052d5b3f86f2d57edc1a80f7e.d2s	0.0273972602739726
04556bc1dfc91e7706c054c26e6de6d5.d2s	0.25
0457468aa1c85f7c002696f9432a8b71.d2s	0.0
0458917be736744b60f21d95e49a0002.d2s	0.0
045a28044f3240dd141b897429bc566a.d2s	0.05
045abb79ef60e635e150815fe7ea2301.d2s	0.07142857142857142
045acac5bc10c10b5b101ff14620ca17.d2s	0.0
0462428a83c719b229b05ad981a2e8c4.d2s	0.0
04637fe6f7d4b08ee3993c9d1d7587ee.d2s	0.0
0463e1119476e013384cdc8870e029fb.d2s	0.08333333333333333
0468744d045496a10c1e3bb85c4f5bad.d2s	0.0
046993d6864ea81549e884f2364ef083.d2s	0.08333333333333333
0469bb3ce1720a5cec32cdd49e57acd7.d2s	0.0
046cf03afe8dff561aca09299e702d45.d2s	0.0
046f6deb35f5c5ddb766ee9a2954398f.d2s	0.0
04755f4d801564fcce7e8a8f6b66607f.d2s	0.0
0477165c0576d279018f864fe95e3358.d2s	0.0
0477e9d6c7532d071c9c93774ac571f6.d2s	0.6666666666666666
047ba62f6ad0781c739667b208daffd1.d2s	0.0
047f026f1805da681ddff3c1458f3d33.d2s	0.0
048078a0f2d04ef6c0304d587fb05f26.d2s	0.5885167464114832
0487f81e86d5ed7197df9b596c117d0b.d2s	0.06460674157303371
048a0e98e3b5fa605e737b341f7fefcb.d2s	0.0
048a9d83904ad8c905d770fe007b37e1.d2s	0.0
048b8fd319c086b25beaaf66e03ce90b.d2s	0.43609022556390975
048d07b0f9713cf0414dc8782e33192c.d2s	0.0
048f02e5510f097c7f4086fb2fc54a04.d2s	0.02
048f6fc4dc01713a8a57b713c1b512f4.d2s	0.047619047619047616
0491573905c837ef4fd9e3f1cc0eebed.d2s	0.07692307692307693
0491c7ed318f16bcd77976ee5f541486.d2s	0.10638297872340426
0495d7f06b1536ace9fdeb354f4cd2ea.d2s	0.0
0497c5889d711ebe5bedd0859b42d261.d2s	0.0
049ba01c6744d976a230351dc739f8f9.d2s	0.0
049ea131b678981b76cbd7ad604eda3a.d2s	0.056338028169014086
04a2731cc610e3d2d968da44dc0ca01b.d2s	0.0
04aa5039317b40dde8a2d9ecf854412a.d2s	0.0
04abca76695f38edac930afa10df5f31.d2s	0.0
04ad1bbeefdc9026ba27b0d18c87cdbb.d2s	0.7154471544715447
04ae2b467ff5b7a6ff03feb7d74a9dec.d2s	0.0
04b16692d1998824e19f3f094dc20901.d2s	0.1388888888888889
04b348b7ad285de3e9a301fbf5c4bf63.d2s	0.65
04b9dda9eec7cded8f3e1189661cb4f9.d2s	0.19047619047619047
04bceb0531000cd45dfc0b91edd7ec29.d2s	0.0
04bec88027dc6d76cc5f8ee6136c036f.d2s	0.0
04c49cd6d5e6bbab6557c38cb277979c.d2s	0.18181818181818182
04c58348903c7fb84200c71e869fcdaf.d2s	0.0
04cb5709d4a1ec373e908786afdccead.d2s	0.0
